Client_ID,Categoria,Subcategoria,Produto,Year,Month,Cidade,Valor,Volume
Client #835,X,Sub-Categoria 1,PDT110,2021,12,Cidade29,27229.97099,468 
Client #3678,X,Sub-Categoria 1,PDT111,2020,1,Cidade88,22525.68,170 
Client #3695,X,Sub-Categoria 1,PDT111,2020,1,Cidade85,54234.47,450 
Client #3669,X,Sub-Categoria 1,PDT111,2020,1,Cidade72,223854.94,1800 
Client #3159,X,Sub-Categoria 1,PDT111,2020,1,Cidade93,15097.41,130 
Client #678,X,Sub-Categoria 1,PDT111,2020,10,Cidade86,33317.0253,360 
Client #3669,X,Sub-Categoria 1,PDT111,2020,11,Cidade72,130189.5925,1300 
Client #3669,X,Sub-Categoria 1,PDT111,2020,12,Cidade72,5589.709564,59 
Client #3617,X,Sub-Categoria 1,PDT111,2020,12,Cidade58,22322.36884,200 
Client #2792,X,Sub-Categoria 1,PDT111,2020,12,Cidade79,5259.548866,60 
Client #1187,X,Sub-Categoria 1,PDT111,2020,12,Cidade52,41492.70588,450 
Client #595,X,Sub-Categoria 1,PDT111,2020,12,Cidade93,80063.93434,1000 
Client #835,X,Sub-Categoria 1,PDT111,2020,12,Cidade29,16241.82212,160 
Client #678,X,Sub-Categoria 1,PDT111,2020,12,Cidade86,59795.71269,660 
Client #2840,X,Sub-Categoria 1,PDT111,2021,1,Cidade85,27504.31338,300 
Client #713,X,Sub-Categoria 1,PDT111,2021,1,Cidade6,20885.87007,184 
Client #595,X,Sub-Categoria 1,PDT111,2021,2,Cidade93,57911.4552,700 
Client #596,X,Sub-Categoria 1,PDT111,2021,2,Cidade90,43450.96846,500 
Client #595,X,Sub-Categoria 1,PDT111,2021,10,Cidade93,45253.38436,733 
Client #2840,X,Sub-Categoria 1,PDT111,2021,11,Cidade85,47288.3864,800 
Client #2565,X,Sub-Categoria 1,PDT111,2021,11,Cidade100,50034.88282,750 
Client #2010,X,Sub-Categoria 1,PDT111,2021,11,Cidade29,16570.50239,270 
Client #595,X,Sub-Categoria 1,PDT111,2021,11,Cidade93,18112.83195,300 
Client #595,X,Sub-Categoria 1,PDT111,2021,11,Cidade93,88571.41352,1467 
Client #353,X,Sub-Categoria 1,PDT111,2021,12,Cidade83,106985.5317,1250 
Client #1187,X,Sub-Categoria 1,PDT111,2021,12,Cidade52,53775.12067,750 
Client #835,X,Sub-Categoria 1,PDT111,2021,12,Cidade29,25749.21825,347 
Client #413,X,Sub-Categoria 1,PDT111,2021,12,Cidade81,5043.288998,70 
Client #822,X,Sub-Categoria 1,PDT111,2021,12,Cidade72,7430.975549,100 
Client #3669,X,Sub-Categoria 1,PDT112,2021,1,Cidade72,10031.13747,100 
Client #3760,X,Sub-Categoria 1,PDT112,2021,2,Cidade36,5408.275548,60 
Client #5,X,Sub-Categoria 1,PDT112,2021,11,Cidade2,13405.67491,200 
Client #2010,X,Sub-Categoria 1,PDT112,2021,11,Cidade29,16570.90854,270 
Client #5,X,Sub-Categoria 1,PDT112,2021,12,Cidade2,28971.76829,400 
Client #315,X,Sub-Categoria 1,PDT112,2021,12,Cidade28,6186.591879,100 
Client #3760,X,Sub-Categoria 1,PDT113,2020,2,Cidade85,54764.52,500 
Client #3760,X,Sub-Categoria 1,PDT113,2020,2,Cidade36,54764.52,500 
Client #3760,X,Sub-Categoria 1,PDT113,2020,2,Cidade17,54761.63,500 
Client #734,X,Sub-Categoria 1,PDT113,2020,2,Cidade23,1492.34,10 
Client #3760,X,Sub-Categoria 1,PDT113,2020,12,Cidade36,79487.14727,1000 
Client #3760,X,Sub-Categoria 1,PDT113,2020,12,Cidade36,79487.15599,1000 
Client #595,X,Sub-Categoria 1,PDT113,2020,12,Cidade93,36952.11551,500 
Client #835,X,Sub-Categoria 1,PDT113,2020,12,Cidade29,20065.37252,240 
Client #1119,X,Sub-Categoria 1,PDT113,2021,1,Cidade85,7334.311737,76 
Client #698,X,Sub-Categoria 1,PDT113,2021,1,Cidade30,104050.7687,1150 
Client #21,X,Sub-Categoria 1,PDT113,2021,1,Cidade11,16822.12272,233 
Client #1341,X,Sub-Categoria 1,PDT113,2021,1,Cidade81,43066.00327,500 
Client #717,X,Sub-Categoria 1,PDT113,2021,1,Cidade108,28226.15892,283 
Client #3760,X,Sub-Categoria 1,PDT113,2021,2,Cidade36,101294.2088,1500 
Client #3760,X,Sub-Categoria 1,PDT113,2021,2,Cidade36,33764.7301,500 
Client #595,X,Sub-Categoria 1,PDT113,2021,2,Cidade93,52120.31153,700 
Client #596,X,Sub-Categoria 1,PDT113,2021,2,Cidade90,37228.78867,500 
Client #5,X,Sub-Categoria 1,PDT113,2021,11,Cidade2,140922.3353,2550 
Client #595,X,Sub-Categoria 1,PDT113,2021,11,Cidade93,28851.97989,531 
Client #2565,X,Sub-Categoria 1,PDT113,2021,12,Cidade100,36467.96768,640 
Client #21,X,Sub-Categoria 1,PDT113,2021,12,Cidade11,4927.595217,100 
Client #315,X,Sub-Categoria 1,PDT113,2021,12,Cidade28,19405.09119,370 
Client #74,X,Sub-Categoria 1,PDT113,2021,12,Cidade2,8301.596528,150 
Client #701,X,Sub-Categoria 1,PDT113,2021,12,Cidade110,35962.49743,562 
Client #713,X,Sub-Categoria 1,PDT113,2021,12,Cidade6,47800.68655,747 
Client #5,X,Sub-Categoria 1,PDT116,2021,11,Cidade2,3284.980591,50 
Client #833,X,Sub-Categoria 1,PDT117,2020,12,Cidade17,34024.90867,400 
Client #3760,X,Sub-Categoria 1,PDT117,2020,12,Cidade36,168451.5286,2000 
Client #3760,X,Sub-Categoria 1,PDT117,2020,12,Cidade36,168451.5111,2000 
Client #3760,X,Sub-Categoria 1,PDT117,2020,12,Cidade36,84225.75557,1000 
Client #595,X,Sub-Categoria 1,PDT117,2020,12,Cidade93,82117.0089,1000 
Client #2396,X,Sub-Categoria 1,PDT117,2021,1,Cidade21,4813.141211,50 
Client #2396,X,Sub-Categoria 1,PDT117,2021,1,Cidade21,9770.222878,100 
Client #2396,X,Sub-Categoria 1,PDT117,2021,2,Cidade21,1824.914808,20 
Client #835,X,Sub-Categoria 1,PDT122,2020,12,Cidade29,4949.977429,120 
Client #2376,X,Sub-Categoria 1,PDT123,2020,1,Cidade35,8362.16,200 
Client #1368,X,Sub-Categoria 1,PDT123,2020,12,Cidade86,1192.712061,35 
Client #678,X,Sub-Categoria 1,PDT123,2020,12,Cidade86,10627.57288,305 
Client #818,X,Sub-Categoria 1,PDT124,2020,1,Cidade86,91351.67,1000 
Client #1368,X,Sub-Categoria 1,PDT124,2020,12,Cidade86,20223.97349,350 
Client #678,X,Sub-Categoria 1,PDT124,2020,12,Cidade86,106246.384,1800 
Client #487,X,Sub-Categoria 1,PDT124,2021,1,Cidade46,1237.568278,20 
Client #353,X,Sub-Categoria 1,PDT125,2020,12,Cidade31,57480.64611,2000 
Client #353,X,Sub-Categoria 1,PDT125,2020,12,Cidade83,40236.20287,1400 
Client #353,X,Sub-Categoria 1,PDT125,2020,12,Cidade83,17244.19035,600 
Client #835,X,Sub-Categoria 1,PDT125,2020,12,Cidade29,10877.44331,240 
Client #1341,X,Sub-Categoria 1,PDT125,2021,1,Cidade81,5490.190702,210 
Client #39,X,Sub-Categoria 1,PDT137,2020,12,Cidade56,26147.77673,400 
Client #1476,X,Sub-Categoria 1,PDT137,2020,12,Cidade81,26093.27318,370 
Client #3669,X,Sub-Categoria 1,PDT138,2020,12,Cidade72,7001.307878,150 
Client #3617,X,Sub-Categoria 1,PDT138,2020,12,Cidade58,1785.867644,30 
Client #1187,X,Sub-Categoria 1,PDT138,2020,12,Cidade52,2130.766101,50 
Client #713,X,Sub-Categoria 1,PDT138,2020,12,Cidade6,935.4640311,20 
Client #2565,X,Sub-Categoria 1,PDT138,2021,11,Cidade100,5819.054007,160 
Client #2010,X,Sub-Categoria 1,PDT138,2021,11,Cidade29,2154.367721,60 
Client #1187,X,Sub-Categoria 1,PDT138,2021,12,Cidade52,8411.579389,200 
Client #698,X,Sub-Categoria 3,PDT142,2021,2,Cidade30,22252.44046,200 
Client #1789,X,Sub-Categoria 3,PDT145,2020,1,Cidade32,4035.84,40 
Client #726,X,Sub-Categoria 4,PDT146,2021,9,Cidade52,16264.40583,515 
Client #2572,X,Sub-Categoria 4,PDT147,2020,10,Cidade91,5201.21435,200 
Client #2769,X,Sub-Categoria 4,PDT147,2020,11,Cidade91,8452.495179,305 
Client #436,X,Sub-Categoria 4,PDT150,2020,9,Cidade96,8437.84,200 
Client #2677,X,Sub-Categoria 4,PDT150,2020,9,Cidade2,9212.06,240 
Client #2769,X,Sub-Categoria 4,PDT150,2020,9,Cidade91,16875.55,400 
Client #799,X,Sub-Categoria 4,PDT150,2020,10,Cidade91,9552.948441,200 
Client #3212,X,Sub-Categoria 4,PDT150,2020,10,Cidade85,4512.800174,160 
Client #9,X,Sub-Categoria 4,PDT150,2021,9,Cidade36,83.32326011,3 
Client #3172,X,Sub-Categoria 4,PDT150,2021,11,Cidade72,1395.690327,40 
Client #2166,X,Sub-Categoria 4,PDT153,2020,9,Cidade85,13243.08,450 
Client #2166,X,Sub-Categoria 4,PDT153,2020,11,Cidade85,13460.98884,368 
Client #2396,X,Sub-Categoria 4,PDT157,2020,9,Cidade21,3470.88,90 
Client #2396,X,Sub-Categoria 4,PDT157,2020,9,Cidade21,2738.06,65 
Client #2396,X,Sub-Categoria 4,PDT157,2020,9,Cidade21,1944.96,80 
Client #3212,X,Sub-Categoria 4,PDT157,2020,9,Cidade85,2157.32,65 
Client #2144,X,Sub-Categoria 4,PDT157,2021,9,Cidade110,1280.395087,40 
Client #2634,XT660,Sub-Categoria 5,PDT160,2021,6,Cidade81,4926.2661,1740 
Client #1917,XT660,Sub-Categoria 5,PDT160,2021,6,Cidade81,4501.59255,1590 
Client #2664,XT660,Sub-Categoria 5,PDT160,2021,6,Cidade66,3100.1481,1095 
Client #2051,XT660,Sub-Categoria 5,PDT160,2021,6,Cidade72,8748.3753,3090 
Client #3076,XT660,Sub-Categoria 5,PDT160,2021,6,Cidade81,6794.8524,2400 
Client #795,XT660,Sub-Categoria 5,PDT160,2021,6,Cidade3,10744.3665,3795 
Client #401,XT660,Sub-Categoria 5,PDT160,2021,6,Cidade74,7219.5354,2550 
Client #1488,XT660,Sub-Categoria 5,PDT160,2021,6,Cidade74,2123.3961,750 
Client #1171,XT660,Sub-Categoria 5,PDT160,2021,6,Cidade72,6455.11545,2280 
Client #131,XT660,Sub-Categoria 5,PDT160,2021,7,Cidade81,8085.6846,2910 
Client #1917,XT660,Sub-Categoria 5,PDT160,2021,8,Cidade81,4681.5111,1605 
Client #1171,XT660,Sub-Categoria 5,PDT160,2021,8,Cidade72,6650.37135,2280 
Client #3109,XT660,Sub-Categoria 5,PDT160,2021,9,Cidade81,663.6546,240 
Client #3109,XT660,Sub-Categoria 5,PDT160,2021,9,Cidade81,1825.0596,660 
Client #3505,XT660,Sub-Categoria 5,PDT160,2021,9,Cidade81,39249.0819,15000 
Client #2443,XT660,Sub-Categoria 5,PDT160,2021,9,Cidade11,13812.35625,4995 
Client #2776,XT660,Sub-Categoria 5,PDT160,2021,9,Cidade81,5337.8703,2040 
Client #2671,XT660,Sub-Categoria 5,PDT160,2021,10,Cidade100,2567.789414,960 
Client #2664,XT660,Sub-Categoria 5,PDT160,2021,11,Cidade66,2862.943109,1095 
Client #2051,XT660,Sub-Categoria 5,PDT160,2021,11,Cidade72,8078.990144,3090 
Client #795,XT660,Sub-Categoria 5,PDT160,2021,11,Cidade3,9922.254885,3795 
Client #2634,XT660,Sub-Categoria 6,PDT161,2020,1,Cidade81,9336.076194,280 
Client #3109,XT660,Sub-Categoria 6,PDT161,2020,2,Cidade81,3742.905037,120 
Client #1011,XT660,Sub-Categoria 6,PDT161,2020,2,Cidade46,35502.76471,1000 
Client #1337,XT660,Sub-Categoria 6,PDT161,2020,2,Cidade36,17154.648,540 
Client #654,XT660,Sub-Categoria 6,PDT161,2020,2,Cidade65,3772.484069,120 
Client #2601,XT660,Sub-Categoria 6,PDT161,2020,3,Cidade61,25689.17529,940 
Client #874,XT660,Sub-Categoria 6,PDT161,2020,3,Cidade68,2724.481328,90 
Client #1718,XT660,Sub-Categoria 6,PDT161,2020,3,Cidade12,12002.84745,360 
Client #2229,XT660,Sub-Categoria 6,PDT161,2020,3,Cidade10,16433.04345,500 
Client #1476,XT660,Sub-Categoria 6,PDT161,2020,4,Cidade81,16670.45686,500 
Client #2044,XT660,Sub-Categoria 6,PDT161,2020,5,Cidade36,8430.976855,270 
Client #3760,XT660,Sub-Categoria 6,PDT161,2020,5,Cidade36,37139.29017,1200 
Client #1337,XT660,Sub-Categoria 6,PDT161,2020,5,Cidade36,12490.33467,400 
Client #3157,XT660,Sub-Categoria 6,PDT161,2020,5,Cidade36,4996.131963,160 
Client #108,XT660,Sub-Categoria 6,PDT161,2020,5,Cidade79,9743.057006,320 
Client #2790,XT660,Sub-Categoria 6,PDT161,2020,5,Cidade36,46214.22304,1480 
Client #1557,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade58,325799.543,10000 
Client #3301,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade52,62445.69086,1900 
Client #3624,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade85,2256.675356,70 
Client #1517,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade85,12895.25781,400 
Client #2491,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade36,3258.075641,100 
Client #3471,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade21,8381.916625,260 
Client #3441,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade21,5156.36363,160 
Client #2040,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade52,15865.97387,500 
Client #2429,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade11,33340.81847,1000 
Client #353,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade90,180050.5042,5780 
Client #1330,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade57,3255.617866,1 
Client #561,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade91,13032.28351,400 
Client #2396,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade21,48871.06793,1500 
Client #3733,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade36,32254.91074,990 
Client #3609,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade85,1954.845385,60 
Client #1687,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade85,2606.460513,80 
Client #1816,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade85,12704.98033,400 
Client #84,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade36,13540.02356,420 
Client #1489,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade85,58645.28533,1800 
Client #3485,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade85,2932.268077,90 
Client #3485,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade85,1303.230256,40 
Client #3116,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade91,13032.28351,400 
Client #2463,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade85,3909.681243,120 
Client #489,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade60,40866.97224,1300 
Client #3078,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade85,18245.20454,560 
Client #2312,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade81,12489.13436,380 
Client #2312,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade81,53242.21066,1620 
Client #2928,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade85,6516.141756,200 
Client #407,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade85,3909.681243,120 
Client #1073,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade85,3909.681243,120 
Client #977,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade85,5212.9115,160 
Client #2305,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade68,3052.05125,1 
Client #1650,XT660,Sub-Categoria 6,PDT161,2020,6,Cidade93,116923.9812,3610 
Client #2601,XT660,Sub-Categoria 6,PDT161,2020,7,Cidade61,4554.113573,1 
Client #1914,XT660,Sub-Categoria 6,PDT161,2020,7,Cidade61,2185.333207,1 
Client #1621,XT660,Sub-Categoria 6,PDT161,2020,7,Cidade101,2737.217936,1 
Client #353,XT660,Sub-Categoria 6,PDT161,2020,7,Cidade31,1288.226399,1 
Client #353,XT660,Sub-Categoria 6,PDT161,2020,7,Cidade90,1953.816549,1 
Client #1675,XT660,Sub-Categoria 6,PDT161,2020,7,Cidade110,3429.424451,120 
Client #1368,XT660,Sub-Categoria 6,PDT161,2020,7,Cidade86,508.4354642,1 
Client #314,XT660,Sub-Categoria 6,PDT161,2020,7,Cidade66,4220.589739,1 
Client #1522,XT660,Sub-Categoria 6,PDT161,2020,7,Cidade73,4498.299224,1 
Client #315,XT660,Sub-Categoria 6,PDT161,2020,7,Cidade28,4376.91564,1 
Client #2088,XT660,Sub-Categoria 6,PDT161,2020,7,Cidade57,4302.972822,1 
Client #3458,XT660,Sub-Categoria 6,PDT161,2020,7,Cidade47,1203.252174,1 
Client #2158,XT660,Sub-Categoria 6,PDT161,2020,7,Cidade85,14635.05744,450 
Client #678,XT660,Sub-Categoria 6,PDT161,2020,7,Cidade86,12209.50057,1 
Client #1447,XT660,Sub-Categoria 6,PDT161,2020,8,Cidade93,44012.80951,1400 
Client #2491,XT660,Sub-Categoria 6,PDT161,2020,8,Cidade36,1234.822195,40 
Client #2854,XT660,Sub-Categoria 6,PDT161,2020,8,Cidade81,9402.66474,300 
Client #575,XT660,Sub-Categoria 6,PDT161,2020,8,Cidade85,8184.646865,260 
Client #17,XT660,Sub-Categoria 6,PDT161,2020,8,Cidade85,18861.50583,600 
Client #2657,XT660,Sub-Categoria 6,PDT161,2020,8,Cidade66,12574.33722,400 
Client #3563,XT660,Sub-Categoria 6,PDT161,2020,8,Cidade72,25148.66491,800 
Client #2002,XT660,Sub-Categoria 6,PDT161,2020,8,Cidade67,25918.98674,840 
Client #383,XT660,Sub-Categoria 6,PDT161,2020,8,Cidade36,6174.110974,200 
Client #3061,XT660,Sub-Categoria 6,PDT161,2020,8,Cidade81,7216.340802,240 
Client #3671,XT660,Sub-Categoria 6,PDT161,2020,8,Cidade85,18887.64588,600 
Client #2681,XT660,Sub-Categoria 6,PDT161,2020,8,Cidade66,16346.63076,520 
Client #3712,XT660,Sub-Categoria 6,PDT161,2020,8,Cidade85,9443.818177,300 
Client #1689,XT660,Sub-Categoria 6,PDT161,2020,8,Cidade110,1714.736041,60 
Client #1557,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade58,167129.7637,5130 
Client #2486,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade9,35237.04878,1220 
Client #1211,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade91,15718.55502,500 
Client #1212,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade105,85508.93396,2720 
Client #1445,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade10,62871.63846,2000 
Client #2634,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade81,9335.523671,280 
Client #900,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade108,31435.58583,1100 
Client #2601,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade61,22319.59479,710 
Client #3374,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade93,46276.08656,1520 
Client #3034,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade7,5029.969233,160 
Client #2044,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade36,17000.27498,560 
Client #799,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade91,31435.82399,1000 
Client #2482,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade112,23263.07542,740 
Client #3734,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade110,12002.67598,420 
Client #2686,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade110,13146.00799,460 
Client #1483,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade57,5029.883497,160 
Client #1483,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade57,6287.349608,200 
Client #3688,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade57,12574.47059,400 
Client #2003,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade60,21719.30714,760 
Client #2003,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade60,10288.09235,360 
Client #1275,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade8,138316.3852,4400 
Client #1421,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade81,10002.42844,300 
Client #1114,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade68,11431.11952,400 
Client #3399,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade110,28578.34657,1000 
Client #2729,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade36,15178.81627,500 
Client #2548,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade27,88563.54778,3000 
Client #1408,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade110,13145.78888,460 
Client #3760,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade85,80211.1054,2800 
Client #3760,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade36,103128.5586,3600 
Client #3760,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade36,91669.83202,3200 
Client #3760,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade17,85967.01363,3000 
Client #2089,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade81,3334.152341,100 
Client #2770,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade11,15775.11241,480 
Client #310,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade70,9406.198982,300 
Client #1739,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade110,9717.097952,340 
Client #2628,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade37,32007.76149,960 
Client #3265,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade81,17338.34284,520 
Client #1117,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade83,36467.53653,1160 
Client #1169,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade36,80478.08831,2560 
Client #2710,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade57,25778.14101,820 
Client #885,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade73,40867.11514,1300 
Client #1330,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade57,84877.68598,2700 
Client #1929,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade81,29550.07256,940 
Client #2913,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade68,3429.567345,120 
Client #2913,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade77,13718.25033,480 
Client #1988,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade57,11316.93779,360 
Client #1982,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade110,7430.719722,260 
Client #314,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade66,14898.54422,460 
Client #857,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade73,56587.55636,1800 
Client #2220,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade110,9144.969924,320 
Client #1083,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade110,28579.68977,1000 
Client #1083,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade110,7144.922443,250 
Client #1664,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade110,7125.8604,220 
Client #1472,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade110,37153.59861,1300 
Client #2088,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade57,15718.37402,500 
Client #2088,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade57,10374.13352,330 
Client #3359,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade100,32578.80353,1000 
Client #2229,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade10,12574.88021,400 
Client #1674,XT660,Sub-Categoria 6,PDT161,2020,9,Cidade2,9431.157779,300 
