Client_ID,Year,Area_Comercial,Area_Hibrida,Area_Residencial,Area_Industrial,BRL_Potencial
Client #3329,2022,19000.0,0,30500.0,7300.0,8184985.21492062
Client #3760,2021,0.0,0,44000.0,2600.0,8059652.90312274
Client #3760,2020,0.0,0,44000.0,2600.0,7956144.25833641
Client #945,2021,16125.0,0,19292.0,9706.0,7378515.78274687
Client #3760,2022,0.0,0,44000.0,2600.0,7268791.6796179
Client #3769,2021,1348.78,0,19292.05,12620.43,7096654.52498747
Client #945,2022,16125.0,0,19292.0,9706.0,7031759.08447743
Client #945,2020,16125.0,0,19292.0,9706.0,6951170.329296
Client #3769,2022,1348.78,0,19292.05,12620.43,6749896.9280121
Client #482,2021,7500.0,0,22000.0,8300.0,6726196.34703731
Client #3769,2020,1348.78,0,19292.05,12620.43,6688447.62570136
Client #723,2021,2758.0,0,16739.0,12060.0,6616251.82072458
Client #901,2021,3000.0,0,38000.0,0.0,6519858.85421091
Client #2520,2021,9000.0,0,35000.0,0.0,6494529.35446441
Client #901,2020,3000.0,0,38000.0,0.0,6477413.83073633
Client #3301,2021,18000.0,0,30500.0,0.0,6456535.10484466
Client #2520,2020,9000.0,0,35000.0,0.0,6409543.69229327
Client #953,2021,0.0,0,0.0,21276.0,6406676.16619661
Client #953,2022,0.0,0,0.0,21276.0,6406676.16619661
Client #482,2020,7500.0,0,22000.0,8300.0,6404082.34333526
Client #482,2022,7500.0,0,22000.0,8300.0,6330765.73528489
Client #723,2022,2758.0,0,16739.0,12060.0,6315383.04753714
Client #3301,2020,18000.0,0,30500.0,0.0,6307738.48462868
Client #723,2020,2758.0,0,16739.0,12060.0,6216271.39991582
Client #3301,2022,18000.0,0,30500.0,0.0,5908324.48400608
Client #2520,2022,9000.0,0,35000.0,0.0,5865435.19940374
Client #901,2022,3000.0,0,38000.0,0.0,5836842.34300219
Client #900,2021,2630.0,0,14000.0,11000.0,5834041.53410533
Client #953,2020,0.0,0,0.0,21276.0,5752671.29885375
Client #900,2022,2630.0,0,14000.0,11000.0,5582403.87208107
Client #900,2020,2630.0,0,14000.0,11000.0,5469054.68163957
Client #3773,2021,9700.56,0,15704.19,6983.17,5461141.19751422
Client #2429,2021,20000.0,0,23500.0,0.0,5455809.87181933
Client #843,2021,10000.0,0,28000.0,0.0,5415335.53252657
Client #2099,2021,22000.0,0,22000.0,0.0,5364676.53303356
Client #843,2020,10000.0,0,28000.0,0.0,5326744.20888881
Client #724,2021,7509.0,0,17024.0,6296.0,5300521.05925608
Client #2429,2020,20000.0,0,23500.0,0.0,5296049.44945786
Client #2099,2020,22000.0,0,22000.0,0.0,5191003.93200269
Client #3773,2022,9700.56,0,15704.19,6983.17,5178872.2221153
Client #3773,2020,9700.56,0,15704.19,6983.17,5166688.30409716
Client #724,2020,7509.0,0,17024.0,6296.0,5042609.44421645
Client #2429,2022,20000.0,0,23500.0,0.0,5033418.08199288
Client #724,2022,7509.0,0,17024.0,6296.0,4994529.66223457
Client #2099,2022,22000.0,0,22000.0,0.0,4969245.92128115
Client #843,2022,10000.0,0,28000.0,0.0,4912060.20847803
Client #720,2021,7368.0,0,13626.0,6351.0,4744056.29954159
Client #590,2021,12000.0,0,20000.0,1400.0,4670801.05082046
Client #590,2020,12000.0,0,20000.0,1400.0,4528747.26825264
Client #720,2022,7368.0,0,13626.0,6351.0,4499140.95791712
Client #720,2020,7368.0,0,13626.0,6351.0,4487313.09304073
Client #861,2021,6065.0,0,14356.0,5101.0,4386136.6155644
Client #590,2022,12000.0,0,20000.0,1400.0,4311318.67650008
Client #1381,2021,5810.0,0,13020.0,5320.0,4211124.74952375
Client #833,2021,16000.0,0,17800.0,0.0,4199267.55304827
Client #861,2020,6065.0,0,14356.0,5101.0,4177013.59821763
Client #719,2021,2491.0,0,9357.0,7981.0,4146185.505451
Client #861,2022,6065.0,0,14356.0,5101.0,4128100.16727723
Client #1981,2021,1000.0,0,24300.0,0.0,4097210.95800733
Client #1169,2021,10000.0,0,20000.0,0.0,4092292.77726901
Client #1981,2020,1000.0,0,24300.0,0.0,4076826.35377734
Client #833,2020,16000.0,0,17800.0,0.0,4071995.28361799
Client #1169,2020,10000.0,0,20000.0,0.0,4007990.00130241
Client #1381,2020,5810.0,0,13020.0,5320.0,3997862.38491953
Client #719,2022,2491.0,0,9357.0,7981.0,3978001.67662521
Client #1381,2022,5810.0,0,13020.0,5320.0,3977101.72384119
Client #833,2022,16000.0,0,17800.0,0.0,3879328.23990313
Client #719,2020,2491.0,0,9357.0,7981.0,3877511.71147283
Client #725,2021,3620.0,0,10818.0,5724.0,3796764.3947589
Client #1169,2022,10000.0,0,20000.0,0.0,3732810.40294863
Client #2214,2021,10000.0,0,17800.0,0.0,3728456.01957319
Client #3544,2021,590.0,0,9500.0,6860.0,3683108.10838617
Client #353,2021,5000.0,0,19800.0,0.0,3666873.76382501
Client #1981,2022,1000.0,0,24300.0,0.0,3660439.87320806
Client #2214,2020,10000.0,0,17800.0,0.0,3645332.59421615
Client #943,2021,6157.0,0,11894.0,3948.0,3638995.40826201
Client #353,2020,5000.0,0,19800.0,0.0,3619468.90494455
Client #725,2022,3620.0,0,10818.0,5724.0,3602320.37848901
Client #725,2020,3620.0,0,10818.0,5724.0,3588378.18884621
Client #3774,2021,13482.47,0,15207.84,0.0,3573028.2128448
Client #3544,2022,590.0,0,9500.0,6860.0,3512353.98058399
Client #943,2020,6157.0,0,11894.0,3948.0,3465957.41266553
Client #3774,2020,13482.47,0,15207.84,0.0,3465669.8585342
Client #2302,2021,11500.0,1000,14500.0,0.0,3463380.81520657
Client #3544,2020,590.0,0,9500.0,6860.0,3462804.00133316
Client #943,2022,6157.0,0,11894.0,3948.0,3425211.24025368
Client #2214,2022,10000.0,0,17800.0,0.0,3408516.70642805
Client #2606,2021,13500.0,0,14000.0,0.0,3374650.77201965
Client #2144,2021,3300.0,0,4000.0,8140.0,3371602.52047795
Client #2302,2020,11500.0,1000,14500.0,0.0,3354433.66943224
Client #1996,2021,11000.0,0,15000.0,0.0,3343859.64414556
Client #353,2022,5000.0,0,19800.0,0.0,3310986.21324783
Client #2144,2022,3300.0,0,4000.0,8140.0,3299706.04561388
Client #3774,2022,13482.47,0,15207.84,0.0,3299680.69127057
Client #480,2021,4000.0,0,18000.0,0.0,3290720.55497955
Client #2606,2020,13500.0,0,14000.0,0.0,3267810.91443034
Client #1996,2020,11000.0,0,15000.0,0.0,3254879.06979454
Client #480,2020,4000.0,0,18000.0,0.0,3251638.76000397
Client #747,2021,9000.0,0,15000.0,0.0,3186922.46632053
Client #1341,2021,13000.0,5000,8000.0,0.0,3158019.65516198
Client #2302,2022,11500.0,1000,14500.0,0.0,3130352.30715782
Client #2606,2022,13500.0,0,14000.0,0.0,3123013.10999538
Client #747,2020,9000.0,0,15000.0,0.0,3112658.17332727
Client #2144,2020,3300.0,0,4000.0,8140.0,3094960.1942008
Client #3545,2021,553.0,0,6541.0,6541.0,3094786.34611214
Client #1996,2022,11000.0,0,15000.0,0.0,3074247.86340527
Client #3763,2021,5616.9,0,15457.57,0.0,2997128.46736101
Client #3768,2021,6991.27,0,11564.82,1765.32,2992766.06814771
Client #3545,2022,553.0,0,6541.0,6541.0,2977217.63559066
Client #1341,2020,13000.0,5000,8000.0,0.0,2975297.60209884
Client #480,2022,4000.0,0,18000.0,0.0,2967186.4180912
Client #1557,2021,6000.0,0,15000.0,0.0,2951516.69958299
Client #3763,2020,5616.9,0,15457.57,0.0,2947512.2112537
Client #747,2022,9000.0,0,15000.0,0.0,2917310.68558025
Client #1557,2020,6000.0,0,15000.0,0.0,2899326.82862634
Client #3545,2020,553.0,0,6541.0,6541.0,2886146.48637173
Client #3768,2020,6991.27,0,11564.82,1765.32,2880859.45532408
Client #3451,2021,10661.0,0,12289.0,0.0,2868912.67881631
Client #2623,2021,4500.0,0,15200.0,0.0,2866889.88509566
Client #2326,2021,8000.0,0,13500.0,0.0,2860383.36079723
Client #3339,2021,9000.0,0,13000.0,0.0,2856161.77750614
Client #596,2021,0.0,0,9573.0,4206.0,2849706.05745672
Client #1259,2021,3500.0,0,10000.0,3000.0,2831810.1389652
Client #2623,2020,4500.0,0,15200.0,0.0,2825630.01146554
Client #2326,2020,8000.0,0,13500.0,0.0,2794281.31117117
Client #3768,2022,6991.27,0,11564.82,1765.32,2784898.62053832
Client #3451,2020,10661.0,0,12289.0,0.0,2783879.7957475
Client #3339,2020,9000.0,0,13000.0,0.0,2782969.62143066
Client #690,2021,1100.0,0,4700.0,6290.0,2757661.77517412
Client #3763,2022,5616.9,0,15457.57,0.0,2719292.26911983
Client #596,2020,0.0,0,9573.0,4206.0,2715285.66383257
Client #1259,2020,3500.0,0,10000.0,3000.0,2708478.69362135
Client #1142,2021,5000.0,0,14000.0,0.0,2707667.76626328
Client #605,2021,0.0,0,16358.0,0.0,2705291.67381288
Client #605,2020,0.0,0,16358.0,0.0,2696522.6659623
Client #1557,2022,6000.0,0,15000.0,0.0,2681904.9188427
Client #596,2022,0.0,0,9573.0,4206.0,2677639.81898827
Client #690,2022,1100.0,0,4700.0,6290.0,2673183.41720883
Client #1142,2020,5000.0,0,14000.0,0.0,2663372.1044444
Client #1341,2022,13000.0,5000,8000.0,0.0,2652207.77210148
Client #1259,2022,3500.0,0,10000.0,3000.0,2652068.95180501
Client #3451,2022,10661.0,0,12289.0,0.0,2648028.73391516
Client #862,2021,2348.0,0,8993.0,3231.0,2644435.5485148
Client #3159,2021,1500.0,0,6500.0,4800.0,2638061.73593468
Client #3339,2022,9000.0,0,13000.0,0.0,2622498.2341979
Client #698,2021,6000.0,0,13000.0,0.0,2620756.0107686
Client #2326,2022,8000.0,0,13500.0,0.0,2617732.75813097
Client #1878,2021,8000.0,0,12000.0,0.0,2612312.84418644
Client #3771,2021,4145.5,0,8182.99,3040.34,2594111.14351806
Client #2623,2022,4500.0,0,15200.0,0.0,2593683.28061217
Client #698,2020,6000.0,0,13000.0,0.0,2569638.27672974
Client #1006,2021,1000.0,0,15000.0,0.0,2559173.75502042
Client #690,2020,1100.0,0,4700.0,6290.0,2553699.42596956
Client #1878,2020,8000.0,0,12000.0,0.0,2547014.89724872
Client #6,2021,10662.3,0,9885.35,240.34,2543869.93539532
Client #1006,2020,1000.0,0,15000.0,0.0,2543774.58745814
Client #678,2021,7649.0,185,11446.0,0.0,2523300.4127061
Client #862,2020,2348.0,0,8993.0,3231.0,2523019.77250595
Client #3159,2022,1500.0,0,6500.0,4800.0,2521229.96428055
Client #1117,2021,2250.0,0,7350.0,3700.0,2506252.0380087
Client #862,2022,2348.0,0,8993.0,3231.0,2482794.29890164
Client #3159,2020,1500.0,0,6500.0,4800.0,2475992.45052738
Client #2765,2021,2000.0,0,14000.0,0.0,2472261.99952574
Client #3771,2020,4145.5,0,8182.99,3040.34,2465764.04524769
Client #2689,2021,5000.0,0,12500.0,0.0,2459597.24965249
Client #678,2020,7649.0,185,11446.0,0.0,2457819.38103994
Client #1142,2022,5000.0,0,14000.0,0.0,2456030.10423902
Client #1650,2021,6000.0,0,12000.0,0.0,2455375.66636141
Client #3730,2021,6000.0,0,12000.0,0.0,2455375.66636141
Client #6,2020,10662.3,0,9885.35,240.34,2452728.17493412
Client #2765,2020,2000.0,0,14000.0,0.0,2450040.75974348
Client #3771,2022,4145.5,0,8182.99,3040.34,2447029.10980606
Client #1110,2021,8000.0,0,11000.0,0.0,2446932.49977924
Client #2101,2021,8000.0,0,11000.0,0.0,2446932.49977924
Client #3355,2021,8000.0,0,11000.0,0.0,2446932.49977924
Client #2689,2020,5000.0,0,12500.0,0.0,2416105.69052195
Client #605,2022,0.0,0,16358.0,0.0,2411271.03985624
Client #1650,2020,6000.0,0,12000.0,0.0,2404794.00078144
Client #3730,2020,6000.0,0,12000.0,0.0,2404794.00078144
Client #863,2021,9766.0,0,9903.0,0.0,2404085.78998405
Client #1878,2022,8000.0,0,12000.0,0.0,2396623.41959421
Client #864,2021,2982.0,0,6531.0,3567.0,2388195.28892916
Client #698,2022,6000.0,0,13000.0,0.0,2387092.46746035
Client #1110,2020,8000.0,0,11000.0,0.0,2382170.62130042
Client #2101,2020,8000.0,0,11000.0,0.0,2382170.62130042
Client #3355,2020,8000.0,0,11000.0,0.0,2382170.62130042
Client #857,2021,5000.0,0,12000.0,0.0,2376907.0774489
Client #1117,2022,2250.0,0,7350.0,3700.0,2374142.26544596
Client #1117,2020,2250.0,0,7350.0,3700.0,2372021.48730778
Client #1446,2021,7000.0,0,11000.0,0.0,2368463.91086673
Client #6,2022,10662.3,0,9885.35,240.34,2366189.48094593
Client #4,2021,6823.87,0,11029.97,0.0,2359599.68722345
Client #857,2020,5000.0,0,12000.0,0.0,2333683.5525478
Client #863,2020,9766.0,0,9903.0,0.0,2326917.50216575
Client #1446,2020,7000.0,0,11000.0,0.0,2311060.17306678
Client #678,2022,7649.0,185,11446.0,0.0,2304173.94934925
Client #1275,2021,12500.0,0,8000.0,0.0,2303900.11666397
Client #4,2020,6823.87,0,11029.97,0.0,2303475.87276956
Client #1151,2021,4000.0,0,12000.0,0.0,2298438.48853638
Client #1763,2021,4000.0,0,12000.0,0.0,2298438.48853638
Client #2651,2021,4000.0,0,12000.0,0.0,2298438.48853638
Client #1006,2022,1000.0,0,15000.0,0.0,2289561.97428014
Client #1511,2021,6900.0,0,10500.0,0.0,2277926.87977188
Client #864,2022,2982.0,0,6531.0,3567.0,2270806.31959484
Client #1863,2021,500.0,0,10000.0,1900.0,2265169.93987119
Client #1151,2020,4000.0,0,12000.0,0.0,2262573.10431416
Client #1763,2020,4000.0,0,12000.0,0.0,2262573.10431416
Client #2651,2020,4000.0,0,12000.0,0.0,2262573.10431416
Client #864,2020,2982.0,0,6531.0,3567.0,2253105.91821727
Client #1110,2022,8000.0,0,11000.0,0.0,2249217.19390303
Client #2101,2022,8000.0,0,11000.0,0.0,2249217.19390303
Client #3355,2022,8000.0,0,11000.0,0.0,2249217.19390303
Client #1650,2022,6000.0,0,12000.0,0.0,2239686.24176918
Client #3730,2022,6000.0,0,12000.0,0.0,2239686.24176918
Client #2689,2022,5000.0,0,12500.0,0.0,2234920.76570225
Client #863,2022,9766.0,0,9903.0,0.0,2226088.09233931
Client #1511,2020,6900.0,0,10500.0,0.0,2221526.99026927
Client #2765,2022,2000.0,0,14000.0,0.0,2220624.33750148
Client #3359,2021,5000.0,0,11000.0,0.0,2211526.7330417
Client #3762,2021,8340.0,0,9400.0,0.0,2209003.26895799
Client #1275,2020,12500.0,0,8000.0,0.0,2207634.8105069
Client #942,2021,818.86,0,6659.61,3451.33,2204895.50542982
Client #3216,2021,8000.0,0,9500.0,0.0,2198861.98316845
Client #1863,2020,500.0,0,10000.0,1900.0,2197725.91496954
Client #1477,2021,9000.0,0,9000.0,0.0,2194640.39987737
Client #3303,2021,9000.0,0,9000.0,0.0,2194640.39987737
Client #2102,2021,8992.0,0,8992.0,0.0,2192689.60841081
Client #1446,2022,7000.0,0,11000.0,0.0,2170748.60499052
Client #3359,2020,5000.0,0,11000.0,0.0,2168839.2765995
Client #4,2022,6823.87,0,11029.97,0.0,2161345.69700932
Client #857,2022,5000.0,0,12000.0,0.0,2161217.65285667
Client #1275,2022,12500.0,0,8000.0,0.0,2160107.16693582
Client #86,2021,4559.0,0,10800.0,0.0,2143846.01644984
Client #3762,2020,8340.0,0,9400.0,0.0,2142597.33218258
Client #3216,2020,8000.0,0,9500.0,0.0,2134904.20737797
Client #1750,2021,4900.0,0,6900.0,2000.0,2127864.88454726
Client #1477,2020,9000.0,0,9000.0,0.0,2123592.51763746
Client #3303,2020,9000.0,0,9000.0,0.0,2123592.51763746
Client #2320,2021,7030.0,0,9500.0,0.0,2122747.45192331
Client #2102,2020,8992.0,0,8992.0,0.0,2121704.87984401
Client #1379,2021,8000.0,0,9000.0,0.0,2116171.81096485
Client #86,2020,4559.0,0,10800.0,0.0,2104510.71373881
Client #942,2020,818.86,0,6659.61,3451.33,2089209.46985932
Client #1511,2022,6900.0,0,10500.0,0.0,2089198.63325368
Client #190,2021,7000.0,0,9300.0,0.0,2087317.3253745
Client #1863,2022,500.0,0,10000.0,1900.0,2085428.752711
Client #942,2022,818.86,0,6659.61,3451.33,2085194.88468743
Client #1151,2022,4000.0,0,12000.0,0.0,2082749.06394415
Client #1763,2022,4000.0,0,12000.0,0.0,2082749.06394415
Client #2651,2022,4000.0,0,12000.0,0.0,2082749.06394415
Client #189,2021,1500.0,0,5500.0,3500.0,2081222.51692438
Client #1247,2021,1500.0,0,5500.0,3500.0,2081222.51692438
Client #1522,2021,3385.0,185,10754.0,0.0,2074267.15125337
Client #1814,2021,4700.0,0,10300.0,0.0,2072219.91528291
Client #1011,2021,4300.0,0,10470.0,0.0,2068947.13826713
Client #2320,2020,7030.0,0,9500.0,0.0,2065927.07259134
Client #1379,2020,8000.0,0,9000.0,0.0,2052482.06940382
Client #2,2021,6900.0,0,9100.0,0.0,2046394.39760181
Client #1120,2021,5000.0,0,10000.0,0.0,2046146.38863451
Client #1522,2020,3385.0,185,10754.0,0.0,2040532.19081547
Client #3762,2022,8340.0,0,9400.0,0.0,2040046.55302741
Client #3232,2021,5500.0,0,9700.0,0.0,2035766.57976861
Client #1477,2022,9000.0,0,9000.0,0.0,2032873.3314332
Client #3303,2022,9000.0,0,9000.0,0.0,2032873.3314332
Client #1814,2020,4700.0,0,10300.0,0.0,2032115.1489656
Client #1011,2020,4300.0,0,10470.0,0.0,2031694.49658336
Client #2403,2021,7464.0,0,8741.0,0.0,2031279.13810628
Client #2102,2022,8992.0,0,8992.0,0.0,2031066.33291637
Client #190,2020,7000.0,0,9300.0,0.0,2030824.90395467
Client #3216,2022,8000.0,0,9500.0,0.0,2028107.85536627
Client #1750,2020,4900.0,0,6900.0,2000.0,2026632.94393518
Client #3359,2022,5000.0,0,11000.0,0.0,2013811.42716549
Client #1120,2020,5000.0,0,10000.0,0.0,2003995.0006512
Client #1750,2022,4900.0,0,6900.0,2000.0,2003843.46540673
Client #2,2020,6900.0,0,9100.0,0.0,1990745.00394165
Client #3232,2020,5500.0,0,9700.0,0.0,1990096.94198353
Client #1219,2021,8000.0,0,8220.0,0.0,1987175.14232724
Client #189,2022,1500.0,0,5500.0,3500.0,1982364.86398628
Client #1247,2022,1500.0,0,5500.0,3500.0,1982364.86398628
Client #3764,2021,4630.64,0,7322.45,1331.5,1975293.31372325
Client #2403,2020,7464.0,0,8741.0,0.0,1971672.20167998
Client #3015,2021,4000.0,0,10000.0,0.0,1967677.79972199
Client #189,2020,1500.0,0,5500.0,3500.0,1959650.11627349
Client #1247,2020,1500.0,0,5500.0,3500.0,1959650.11627349
Client #1379,2022,8000.0,0,9000.0,0.0,1954404.74252068
Client #2320,2022,7030.0,0,9500.0,0.0,1951993.32412113
Client #86,2022,4559.0,0,10800.0,0.0,1949725.53431684
Client #3015,2020,4000.0,0,10000.0,0.0,1932884.55241756
Client #1219,2020,8000.0,0,8220.0,0.0,1923903.53416415
Client #190,2022,7000.0,0,9300.0,0.0,1920158.02131552
Client #985,2021,3200.0,0,10000.0,0.0,1904902.92859198
Client #3764,2020,4630.64,0,7322.45,1331.5,1896365.98106772
Client #2548,2021,10400.0,0,6500.0,0.0,1891045.5633369
Client #1814,2022,4700.0,0,10300.0,0.0,1887086.49250792
Client #2,2022,6900.0,0,9100.0,0.0,1882829.91728603
Client #1965,2021,5000.0,0,9000.0,0.0,1880766.04422731
Client #1011,2022,4300.0,0,10470.0,0.0,1880758.11531041
Client #1,2021,6000.0,0,8500.0,0.0,1876544.46093623
Client #985,2020,3200.0,0,10000.0,0.0,1875996.19383065
Client #2403,2022,7464.0,0,8741.0,0.0,1874167.36640956
Client #2151,2021,7000.0,0,8000.0,0.0,1872322.87764515
Client #1212,2021,3000.0,0,9000.0,480.0,1868367.5277942
Client #1522,2022,3385.0,185,10754.0,0.0,1867578.778048
Client #1120,2022,5000.0,0,10000.0,0.0,1866405.20147432
Client #3761,2021,0.0,0,4000.0,4000.0,1866010.2225614
Client #3232,2022,5500.0,0,9700.0,0.0,1861417.62822322
Client #1354,2021,6000.0,0,8400.0,0.0,1860006.42649551
Client #3029,2021,7600.0,0,7600.0,0.0,1853251.89322978
Client #3764,2022,4630.64,0,7322.45,1331.5,1843678.72813113
Client #1219,2022,8000.0,0,8220.0,0.0,1839427.88648157
Client #1965,2020,5000.0,0,9000.0,0.0,1839150.7247029
Client #1,2020,6000.0,0,8500.0,0.0,1827839.03496239
Client #1212,2020,3000.0,0,9000.0,480.0,1826713.72668692
Client #2151,2020,7000.0,0,8000.0,0.0,1816527.34522188
Client #1354,2020,6000.0,0,8400.0,0.0,1811354.60736756
Client #2548,2020,10400.0,0,6500.0,0.0,1811036.45529381
Client #1398,2021,4000.0,0,9000.0,0.0,1802297.4553148
Client #3761,2022,0.0,0,4000.0,4000.0,1794113.74769732
Client #3029,2020,7600.0,0,7600.0,0.0,1793255.90378275
Client #3015,2022,4000.0,0,10000.0,0.0,1787936.6125618
Client #726,2021,480.0,0,4628.0,3265.0,1786209.17627075
Client #2548,2022,10400.0,0,6500.0,0.0,1774213.79168278
Client #1398,2020,4000.0,0,9000.0,0.0,1768040.27646926
Client #898,2021,4300.0,0,8500.0,0.0,1743147.85978496
Client #3761,2020,0.0,0,4000.0,4000.0,1740909.59088735
Client #2454,2021,4200.0,0,5750.0,1500.0,1732188.37062365
Client #2151,2022,7000.0,0,8000.0,0.0,1728529.92791699
Client #985,2022,3200.0,0,10000.0,0.0,1725161.74143179
Client #1,2022,6000.0,0,8500.0,0.0,1723764.45185007
Client #1965,2022,5000.0,0,9000.0,0.0,1718998.97578314
Client #3029,2022,7600.0,0,7600.0,0.0,1716648.59098803
Client #1108,2021,5000.0,0,8000.0,0.0,1715385.69982012
Client #1354,2022,6000.0,0,8400.0,0.0,1709023.82928095
Client #898,2020,4300.0,0,8500.0,0.0,1706951.2729652
Client #1212,2022,3000.0,0,9000.0,480.0,1706600.45935003
Client #726,2022,480.0,0,4628.0,3265.0,1703024.95485302
Client #2196,2021,4800.0,0,8000.0,0.0,1699691.98203762
Client #2157,2021,3100.0,0,8800.0,0.0,1698599.6564121
Client #1300,2021,3200.0,0,8692.0,0.0,1688585.43810737
Client #726,2020,480.0,0,4628.0,3265.0,1679833.21683148
Client #2243,2021,4000.0,0,5500.0,1500.0,1675149.56673935
Client #1108,2020,5000.0,0,8000.0,0.0,1674306.4487546
Client #2157,2020,3100.0,0,8800.0,0.0,1671072.01786933
Client #437,2021,200.0,0,10000.0,0.0,1669497.16185444
Client #437,2020,200.0,0,10000.0,0.0,1662664.84912973
Client #1300,2020,3200.0,0,8692.0,0.0,1660379.88089027
Client #2196,2020,4800.0,0,8000.0,0.0,1660084.35910787
Client #2454,2020,4200.0,0,5750.0,1500.0,1652093.15194432
Client #1678,2021,2000.0,0,9000.0,0.0,1645360.27748977
Client #3767,2021,4387.54,0,7860.42,0.0,1644243.03938241
Client #1398,2022,4000.0,0,9000.0,0.0,1640530.38687063
Client #262,2021,800.0,0,9500.0,0.0,1633888.14299835
Client #1035,2021,5000.0,0,7500.0,0.0,1632695.52761652
Client #2216,2021,5000.0,0,7500.0,0.0,1632695.52761652
Client #2539,2021,5000.0,0,7500.0,0.0,1632695.52761652
Client #2454,2022,4200.0,0,5750.0,1500.0,1628837.18800655
Client #1678,2020,2000.0,0,9000.0,0.0,1625819.38000198
Client #262,2020,800.0,0,9500.0,0.0,1622908.98009576
Client #3765,2021,1160.06,0,4420.31,2646.18,1618884.23436136
Client #2789,2021,6600.0,0,6600.0,0.0,1609402.95991007
Client #3767,2020,4387.54,0,7860.42,0.0,1607745.17959256
Client #2457,2021,2500.0,0,4625.0,2120.0,1599434.65297884
Client #2243,2020,4000.0,0,5500.0,1500.0,1596659.99331052
Client #1035,2020,5000.0,0,7500.0,0.0,1591884.31078045
Client #2216,2020,5000.0,0,7500.0,0.0,1591884.31078045
Client #2539,2020,5000.0,0,7500.0,0.0,1591884.31078045
Client #898,2022,4300.0,0,8500.0,0.0,1590367.85069879
Client #263,2021,5500.0,0,7000.0,0.0,1589239.64986918
Client #1269,2021,1220.0,0,4162.0,2644.0,1580211.79839647
Client #2100,2021,6000.0,0,6700.0,0.0,1578859.84100328
Client #2103,2021,6472.0,0,6472.0,0.0,1578190.29644515
Client #2243,2022,4000.0,0,5500.0,1500.0,1576291.91380125
Client #1466,2021,3200.0,0,8000.0,0.0,1574142.2397776
Client #1108,2022,5000.0,0,8000.0,0.0,1571592.75009197
Client #2789,2020,6600.0,0,6600.0,0.0,1557301.17960081
Client #2196,2022,4800.0,0,8000.0,0.0,1555899.03230946
Client #226,2021,5000.0,0,7000.0,0.0,1550005.35541293
Client #1445,2021,5000.0,0,7000.0,0.0,1550005.35541293
Client #1805,2021,5000.0,0,7000.0,0.0,1550005.35541293
Client #3099,2021,5000.0,0,7000.0,0.0,1550005.35541293
Client #3503,2021,5000.0,0,7000.0,0.0,1550005.35541293
Client #8,2021,0.0,0,9365.07,0.0,1548798.50199748
Client #1466,2020,3200.0,0,8000.0,0.0,1546307.64193405
Client #263,2020,5500.0,0,7000.0,0.0,1545017.39692312
Client #8,2020,0.0,0,9365.07,0.0,1543778.18335515
Client #2157,2022,3100.0,0,8800.0,0.0,1540427.41171113
Client #3765,2022,1160.06,0,4420.31,2646.18,1539433.05765976
Client #1121,2021,1864.0,0,4266.0,2280.0,1538336.64058561
Client #1300,2022,3200.0,0,8692.0,0.0,1532354.39822774
Client #2100,2020,6000.0,0,6700.0,0.0,1531119.33825545
Client #2103,2020,6472.0,0,6472.0,0.0,1527098.97490552
Client #3765,2020,1160.06,0,4420.31,2646.18,1526637.59716964
Client #2254,2021,5534.0,0,6595.0,0.0,1524928.54240729
